City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
245,Ambanja,MG,77.4,light rain,-13.6833,48.45,Hotel Salama and Fast Food
247,Guerrero Negro,MX,65.08,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
249,Punta Umbria,ES,65.23,clear sky,37.1821,-6.9661,Barceló Punta Umbría Beach Resort
251,San Jeronimo,PE,66.7,few clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
252,Salalah,OM,80.69,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
253,Baragua,CU,82.13,scattered clouds,21.6967,-78.6328,Hotel Itabo
254,Hualmay,PE,72.14,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
255,Bandiagara,ML,79.92,scattered clouds,14.3501,-3.6104,Hotel de la Falaise
256,Kahului,US,73.42,few clouds,20.8947,-156.47,Maui Seaside Hotel
258,Mastic Beach,US,58.53,mist,40.7668,-72.8521,Brushwood House by Smith Point Beach
259,Narasannapeta,IN,72.68,clear sky,18.4167,84.05,G.lingaraju home
261,Padang,ID,77.22,light rain,-0.9492,100.3543,Mercure Padang
262,Jutai,BR,87.8,overcast clouds,-5.1833,-68.9,
264,Saint-Joseph,RE,77.36,broken clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
265,Broken Hill,AU,65.91,few clouds,-31.95,141.4333,Royal Exchange Hotel
266,Lleida,ES,55.6,clear sky,41.6167,0.6167,Hotel Ramon Berenguer IV
271,Sambava,MG,76.14,few clouds,-14.2667,50.1667,Melrose
272,Sao Francisco,BR,82.51,light rain,-15.9486,-44.8644,Hotel Supremo
273,Katsuura,JP,50.11,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
274,Ha Tinh,VN,67.69,scattered clouds,18.3333,105.9,Phú Quý
275,Khash,IR,49.48,scattered clouds,28.2211,61.2158,خوابگاه آبجی محدثه
276,Niquero,CU,84.16,clear sky,20.0431,-77.5828,Islazul Niquero
277,Fomeque,CO,70.56,light rain,4.488,-73.8975,Finca San Pedro
280,Saquarema,BR,87.94,scattered clouds,-22.92,-42.5103,Hotel Fazenda Sol e Lua
283,Sur,OM,70.86,scattered clouds,22.5667,59.5289,Sur Plaza Hotel
286,Ipora,BR,86.61,broken clouds,-16.4419,-51.1178,Oásis Motel
287,Sayyan,YE,47.71,clear sky,15.1718,44.3244,متنزه و بحيرة سيان
288,Baracoa,CU,82.08,scattered clouds,20.3467,-74.4958,Hostal Rio Miel
289,Mount Gambier,AU,51.71,broken clouds,-37.8333,140.7667,The Commodore
290,Luanda,AO,80.6,light rain,-8.8368,13.2343,Hotel Fórum
293,Sorso,IT,45.59,scattered clouds,40.8,8.5772,Casa vacanza-Antico Casolare Sorso
294,Crixas,BR,81.32,moderate rain,-14.5489,-49.9692,RISO HOTEL
295,San Cristobal,VE,77.18,broken clouds,7.7669,-72.225,Posada Villaven C.A.
296,Nelson Bay,AU,62.01,light rain,-32.7167,152.15,Mantra Nelson Bay
298,Santa Maria,BR,87.1,few clouds,-29.6842,-53.8069,Hotel Morotin
300,Sakakah,SA,63.97,broken clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
302,Loralai,PK,46.78,overcast clouds,30.3705,68.598,Saddam Hotel & Resturant
305,Pontianak,ID,76.98,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
306,Loudi,CN,50.05,overcast clouds,27.7344,111.9944,Till Bright Hotel
307,Sola,VU,81.88,overcast clouds,-13.8833,167.55,Leumerus Bungalows
312,Buenos Aires,AR,90.0,clear sky,-34.6132,-58.3772,Hotel NH Buenos Aires City
317,Zuwarah,LY,60.28,overcast clouds,32.9312,12.082,يوسف
319,Kandrian,PG,78.67,light rain,-6.2167,149.55,Kandrian Station
320,Atar,MR,79.97,clear sky,20.5169,-13.0499,Oumou Elghoura
321,Codrington,AU,47.91,few clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
322,Asosa,ET,68.83,scattered clouds,10.0667,34.5333,Blendana Hotel Assosa
323,Makakilo City,US,73.72,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
327,Catabola,AO,64.53,moderate rain,-12.15,17.2833,Residencial Princesa
329,Langsa,ID,74.25,overcast clouds,4.4683,97.9683,OYO 2964 Hotel Ridho
330,Moerai,PF,78.1,overcast clouds,-22.4333,-151.3333,Le Manotel
331,Barra Patuca,HN,80.31,scattered clouds,15.8,-84.2833,
332,Jiangkou,CN,62.49,clear sky,25.4872,119.1986,DFM Hotel
334,Alappuzha,IN,80.4,scattered clouds,9.49,76.3264,Panoramic Sea Resort
335,Mahibadhoo,MV,81.14,light rain,3.7833,72.9667,Omadhoo Inn
337,Meulaboh,ID,77.81,moderate rain,4.1363,96.1285,Kost Pria
339,Itoman,JP,66.22,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
340,Hattiesburg,US,76.21,mist,31.3271,-89.2903,Deluxe Inn
342,Mpika,ZM,72.14,broken clouds,-11.8343,31.4529,Melodies Lodge
343,Caravelas,BR,82.35,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
344,Isangel,VU,79.18,broken clouds,-19.55,169.2667,Tanna Lodge
347,Biak,ID,76.5,overcast clouds,-0.9131,122.8766,Penginapan Kim
348,Wattegama,LK,74.28,broken clouds,6.7989,81.4808,
350,Soyo,AO,84.25,light rain,-6.1349,12.3689,Hotel Mpampa
353,Luau,AO,71.51,scattered clouds,-10.7073,22.2247,Casa- Bernardo Cândido
354,Kendari,ID,76.48,overcast clouds,-3.945,122.4989,Hotel Wixel
355,Cacapava Do Sul,BR,88.97,clear sky,-30.5122,-53.4914,Hotel Portal
358,Lodja,CD,74.28,broken clouds,-3.4833,23.4333,
359,San Quintin,MX,61.52,clear sky,30.4833,-115.95,Don Eddie's Landing
360,Manadhoo,MV,82.0,broken clouds,5.7667,73.3833,Reason Inn
361,Camopi,GF,78.12,moderate rain,3.1655,-52.3158,La pousada
362,La Trinitaria,MX,75.74,clear sky,16.1167,-92.05,Hotel Trinitaria
364,Pangkalanbuun,ID,73.99,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
365,Alofi,NU,71.49,overcast clouds,-19.0595,-169.9187,Taloa Heights
366,Acarau,BR,87.57,few clouds,-2.8856,-40.12,castelo pizzaria
367,Diamantino,BR,85.33,light rain,-14.4086,-56.4461,Hotel Delta
369,Thinadhoo,MV,81.43,scattered clouds,0.5333,72.9333,
370,Tomatlan,MX,89.04,overcast clouds,19.9333,-105.25,El Salvial
371,Shingu,JP,50.94,overcast clouds,33.7333,135.9833,Shingu UI Hotel
373,Bago,MM,77.13,clear sky,17.3367,96.4797,Jade Garden
374,Tabas,IR,55.4,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
375,Copiapo,CL,65.89,clear sky,-27.3667,-70.3333,San Francisco de La Selva
376,Dhidhdhoo,MV,81.93,broken clouds,6.8833,73.1,Dhidhoo beach
377,Marovoay,MG,82.54,broken clouds,-16.1,46.6333,Hôtel les Oliviers Marovoay
378,Hamilton,US,49.62,scattered clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
379,Sao Joao Da Barra,BR,86.09,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
380,Socorro,US,50.45,clear sky,31.6546,-106.3033,guarderia imss papalote
382,Santa Cruz,BO,86.05,light rain,-17.8,-63.1667,Aviador Hotel Boutique
383,Bereda,ES,53.35,broken clouds,43.2686,-7.5406,Pazo de Verdes
384,Biloela,AU,68.07,few clouds,-24.4167,150.5,Biloela Silo Motor Inn
385,Bermeo,ES,57.51,overcast clouds,43.4209,-2.7215,Eco-Hotel Mundaka
388,Goderich,CA,55.72,overcast clouds,43.7501,-81.7165,Harmony Inn
389,Tibiri,NE,86.34,clear sky,13.5627,7.0485,
390,Spring Valley,US,45.37,few clouds,36.108,-115.245,Westgate Flamingo Bay Resort
391,Faya,SA,57.72,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
393,Quatre Cocos,MU,79.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
394,Ukiah,US,49.03,overcast clouds,39.1502,-123.2078,Hampton Inn Ukiah
396,Kattivakkam,IN,82.49,few clouds,13.2167,80.3167,Euronova Freezer
397,Longyan,CN,57.09,scattered clouds,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
398,Santa Isabel Do Rio Negro,BR,78.62,overcast clouds,-0.4139,-65.0192,Hotel GSA
400,Nishihara,JP,65.48,few clouds,26.1842,127.7558,Minshuku Agaihama
401,Tuatapere,NZ,45.82,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
402,Sao Sebastiao,BR,80.98,clear sky,-23.76,-45.4097,Hotel Recanto dos Pássaros
403,Natal,BR,88.45,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
404,Kieta,PG,79.63,light rain,-6.2167,155.6333,Uruna Bay Retreat
405,Cockburn Town,TC,80.42,clear sky,21.4612,-71.1419,Osprey Beach Hotel
406,Cairns,AU,78.75,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
407,Kamina,CD,66.06,light rain,-8.7386,24.9906,Guest House Florvia
408,Ternate,ID,81.18,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
409,Magoula,GR,62.65,broken clouds,38.0833,23.5167,Elefsina Hotel
410,Hokitika,NZ,57.33,moderate rain,-42.7167,170.9667,Beachfront Hotel Hokitika
411,Emerald,AU,72.99,broken clouds,-23.5333,148.1667,The Irish Village
413,Gushikawa,JP,65.43,clear sky,26.3544,127.8686,Kirari Guest House
414,Bontang,ID,77.04,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
416,Shangrao,CN,55.74,clear sky,28.4532,117.9686,Boyue boutique Hotel
417,Kirakira,SB,81.1,light rain,-10.4544,161.9205,SanBiz Lodge
418,Djambala,CG,71.28,light rain,-2.5447,14.7533,Hotel Ravin D'or
420,Uruacu,BR,81.09,light rain,-14.5247,-49.1408,Cassius Hotel
421,Shimoda,JP,50.11,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
422,Warri,NG,82.62,scattered clouds,5.5167,5.75,BON Hotel Delta
425,Gouyave,GD,86.77,few clouds,12.1646,-61.7296,Rumboat Retreat
426,Brae,GB,46.31,overcast clouds,60.3964,-1.353,Busta House Hotel
427,Malindi,KE,82.56,light rain,-3.2175,40.1191,African House Resort
429,Rae Bareli,IN,57.33,clear sky,26.2167,81.2333,Hotel Ashirwad Inn
433,Rio Branco,BR,86.61,broken clouds,-9.9747,-67.81,Inácio Palace Hotel
434,Naze,JP,63.19,broken clouds,28.3667,129.4833,Shishime Hotel
436,Qixingtai,CN,49.08,overcast clouds,30.4135,111.8874,Sunny Hotel
437,Rio Grande,BR,80.71,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
438,Saldanha,ZA,71.65,broken clouds,-33.0117,17.9442,Blue Bay Lodge
439,Bushehr,IR,68.09,clear sky,28.9684,50.8385,Yas Hotel
443,Hervey Bay,AU,73.04,scattered clouds,-25.2986,152.8535,Shelly Bay Resort
444,Port Elizabeth,ZA,68.09,broken clouds,-33.918,25.5701,39 On Nile Guest House
445,Gwadar,PK,72.46,scattered clouds,25.1216,62.3254,Sadaf Resort
446,Bafra,TR,57.31,overcast clouds,41.5678,35.9069,Sevgi Otel
447,Axim,GH,81.19,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
448,Samut Prakan,TH,80.01,few clouds,13.5,100.45,bannwangchoop homestay
449,Carbonia,IT,50.0,scattered clouds,39.1672,8.5222,Lu 'Hotel
452,Trogir,HR,48.25,clear sky,43.5125,16.2517,Hotel Medena
454,Maneadero,MX,63.19,clear sky,31.7167,-116.5667,Casa De Thompson
455,Port Blair,IN,80.38,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
458,Lompoc,US,63.57,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
460,Yulara,AU,76.84,few clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
461,Anloga,GH,86.22,overcast clouds,5.7947,0.8973,Pin Drop Hotel
462,General Roca,AR,81.0,broken clouds,-39.0333,-67.5833,Hotel y Casino del Río General Roca
463,Morgan City,US,82.99,overcast clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
464,Ravar,IR,51.57,clear sky,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
465,Inhambane,MZ,82.38,few clouds,-23.865,35.3833,Oceano
466,Palmer,US,58.14,mist,42.1584,-72.3287,Wedgewood Motel
467,Port-Gentil,GA,78.76,thunderstorm with light rain,-0.7193,8.7815,Fengshui Residence
468,Mosquera,CO,62.69,broken clouds,4.7059,-74.2302,Hotel SJ
469,Oron,NG,81.68,broken clouds,4.8256,8.2343,Aqua Belloni Lodge
470,Ahipara,NZ,67.6,light rain,-35.1667,173.1667,Ahipara Holiday Park
471,Valdivia,CL,60.89,scattered clouds,-39.8142,-73.2459,Hostal Entre Rios
472,Niquelandia,BR,80.01,overcast clouds,-14.4739,-48.4597,Hotel Suinã
475,Cam Ranh,VN,76.96,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
476,Northam,GB,54.48,overcast clouds,51.0333,-4.2167,Durrant House Hotel
477,Koungou,YT,80.31,clear sky,-12.7336,45.2042,Villa Netibor
478,Namibe,AO,71.82,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
479,Mareeba,AU,74.12,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
480,Sakaiminato,JP,49.98,broken clouds,35.55,133.2333,味処・民宿 まつや
