City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
665,Lodwar,KE,3.1191,35.5973,85.03,34,5,20.74,clear sky
666,Talcahuano,CL,-36.7167,-73.1167,56.91,72,77,9.31,broken clouds
667,Rognan,NO,67.0953,15.3878,35.89,80,100,8.5,overcast clouds
668,Japura,ID,-0.3167,102.35,73.72,99,100,1.01,overcast clouds
669,Flinders,AU,-34.5833,150.8552,60.21,84,97,11.54,overcast clouds
670,Rauma,FI,61.1272,21.5113,30.24,99,100,7.63,overcast clouds
671,Marawi,PH,7.9986,124.2928,67.64,95,81,1.61,broken clouds
672,Adrar,MR,20.5022,-10.0711,73.54,12,69,9.31,broken clouds
673,Pangoa,PE,-12.1167,-73.0,87.89,48,92,4.7,overcast clouds
674,Harper,LR,4.375,-7.7169,81.43,78,89,10.29,overcast clouds
675,Huarmey,PE,-10.0681,-78.1522,72.39,74,40,12.53,scattered clouds
676,Zorya,UA,45.9908,29.6967,48.63,92,73,8.75,broken clouds
677,Poya,NC,-21.35,165.15,79.34,84,99,4.88,overcast clouds
678,Muhos,FI,64.808,25.9931,28.71,93,100,7.45,overcast clouds
679,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,81,75,24.16,broken clouds
680,Poronaysk,RU,49.2167,143.1167,27.36,92,98,6.26,overcast clouds
681,Chateau-Thierry,FR,49.05,3.4,42.94,91,91,6.76,overcast clouds
682,Kodinsk,RU,58.6881,99.1844,17.8,94,100,7.0,light snow
683,Batavia,US,41.85,-88.3126,38.34,71,98,15.01,overcast clouds
684,Korla,CN,41.7597,86.1469,22.37,70,4,3.29,clear sky
685,Marcali,HU,46.585,17.412,33.67,81,100,14.72,overcast clouds
686,Makungu,TZ,-8.7333,35.2833,64.96,87,75,4.25,light rain
687,Vwawa,TZ,-9.1167,32.9333,68.47,52,89,5.73,overcast clouds
688,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,84,13,12.82,few clouds
689,Marzuq,YE,14.4,46.4667,61.23,44,0,2.59,clear sky
690,Severo-Yeniseyskiy,RU,60.3725,93.0408,8.35,91,100,9.4,overcast clouds
691,Umm Kaddadah,SD,13.6017,26.6876,71.78,20,21,12.37,few clouds
692,Harsud,IN,22.1,76.7333,64.92,58,0,7.81,clear sky
693,Thabazimbi,ZA,-24.5917,27.4116,81.86,38,98,2.15,overcast clouds
694,Terenos,BR,-20.4422,-54.8603,96.53,26,25,11.95,scattered clouds
695,Chapar,IN,26.2667,90.4667,60.57,56,0,0.89,clear sky
696,La Gloria,CO,8.6187,-73.8027,94.37,40,85,5.3,overcast clouds
697,Uwajima,JP,33.2238,132.56,52.77,74,15,3.53,few clouds
698,Camana,PE,-16.6228,-72.7111,72.34,75,91,11.83,overcast clouds
699,Anuchino,RU,43.9622,133.0544,25.11,95,100,2.68,overcast clouds
